,timestamp,Resistance,Interval,Temperature
0,1557273881900,8309,0.978928,29.53
1,1557274363400,3870,0.730048,31.84
2,1557274754300,4107,0.66368,33.33
3,1557275957600,4007,0.680272,33.6
4,1557276108000,4013,0.530944,33.1
5,1557276348600,4178,0.813008,31.06
6,1557277100700,207,0.547536,29.41
7,1557277130800,206,0.564128,29.41
8,1557278214000,222,0.630496,26.9
9,1557278304300,260,0.365024,27.14
10,1557278334300,224,0.033184,27.22
11,1557279928300,1305,0.613904,32.52
12,1557280710400,1564,0.447984,34.02
13,1557280860900,1970,0.630496,34.27
14,1557281883700,2546,0.613904,34.36
15,1557282124300,2114,0.713456,34.47
16,1557282244700,2072,0.66368,34.44
17,1557282455200,1797,0.66368,34.45
18,1557282575600,1684,0.696864,34.41
19,1557282786200,1848,0.696864,34.43
20,1557282876400,1732,0.696864,34.49
21,1557283026800,2165,0.66368,34.54
22,1557283267500,1946,0.8296,34.56
23,1557283447900,2512,0.99552,33.75
24,1557283538100,2624,0.680272,33.19
25,1557283568500,2703,0.862784,33.21
26,1557283628400,2792,0.730048,33.19
27,1557285704000,2660,0.66368,33.15
28,1557285734100,2771,0.779824,33.05
29,1557285764200,1942,0.796416,32.92
30,1557285944700,1589,0.895968,32.18
31,1557286095100,1241,0.33184,31.55
32,1557286164200,1288,0.49776,31.46
33,1557286636600,2737,0.74664,32.96
34,1557288411400,3697,0.846192,33.13
35,1557288441500,3697,0.597312,33.12
36,1557288772400,3724,0.613904,33.21
37,1557289043000,3762,0.680272,33.1
38,1557289825300,3958,0.8296,32.8
39,1557290757900,3958,0.696864,32.17
40,1557291961100,5311,0.530944,29.55
41,1557292412400,1460,0.8296,30.26
42,1557292833500,2615,0.730048,31.19
43,1557292923800,3240,0.74664,31.35
44,1557293375000,7551,0.730048,32.12
45,1557294788900,5050,0.730048,31.5
46,1557383728100,338,0.696864,30.59
47,1557383908600,198,0.978928,31.0
48,1557384089100,177,0.24888,31.2
49,1557384389900,211,0.945744,31.17
50,1557384510200,272,0.813008,31.15
51,1557385021700,988,0.713456,30.62
52,1557385172200,551,0.298656,30.78
53,1557386194900,3757,0.862784,30.74
54,1557386285200,228,0.713456,30.86
55,1557387398200,204,0.49776,31.96
56,1557387458400,216,0.74664,31.93
57,1557387819300,205,0.796416,31.73
58,1557388451000,228,0.564128,32.17
59,1557388781900,233,0.680272,32.04
60,1557388812000,241,0.630496,31.9
61,1557389263200,221,0.564128,31.57
62,1557389473800,219,0.696864,30.81
63,1557393808000,1299,0.049776,30.54
64,1557394078600,162840,0.547536,30.78
65,1557395492500,379,0.514352,30.17
66,1557395973800,249,0.680272,29.83
67,1557396064200,246,0.8296,29.86
68,1557397116800,2357,0.630496,31.39
69,1557397417600,2268,0.680272,31.96
