,timestamp,Resistance,Interval,Temperature
0,1556585626100,7126,0.813008,31.69
1,1556586017200,6627,1.028704,31.53
2,1556586047300,6420,1.144848,31.67
3,1556586318000,6013,0.813008,32.07
4,1556589206400,271,0.49776,32.76
5,1556589687700,311,0.895968,31.84
6,1556590169000,343,0.895968,30.73
7,1556590409700,296,0.846192,30.4
8,1556593237400,1497,0.846192,31.85
9,1556593658500,1477,0.978928,31.79
10,1556593748800,1474,0.929152,31.81
11,1556593959400,1620,0.49776,31.12
12,1556594049600,1582,1.111664,31.18
13,1556594350400,1598,0.91256,31.15
14,1556594561000,1618,0.91256,30.94
15,1556595373200,1550,0.91256,30.97
16,1556595403300,1555,1.045296,30.97
17,1556595734200,1548,0.99552,30.87
18,1556596215500,1612,0.597312,30.56
19,1556596245600,1612,0.730048,30.48
20,1556596546400,1710,0.730048,29.89
21,1556597208200,1765,0.99552,30.42
22,1556598441600,1603,0.945744,30.68
23,1556599374100,1754,0.929152,30.81
24,1556599826000,1754,0.945744,30.94
25,1556600668300,1710,0.862784,31.13
26,1556601239900,1685,0.929152,31.1
27,1556601841500,1682,1.012112,30.72
28,1556602413100,1934,1.559648,31.26
29,1556602653700,1888,1.211216,31.34
30,1556603014700,1963,1.012112,31.37
31,1556603195200,1946,0.879376,31.44
32,1556603526100,1840,0.978928,31.31
33,1556603736700,1882,1.095072,31.51
34,1556603857000,1894,1.028704,31.46
35,1556605089900,3576,0.962336,31.07
36,1556605300500,3357,1.07848,31.13
37,1556606112700,2886,0.730048,31.14
38,1556606413500,2878,0.530944,29.42
39,1556606714400,2946,0.779824,29.33
40,1556606955000,2900,0.564128,29.21
41,1556607015200,2864,0.8296,29.35
42,1556668294800,13733,0.58072,28.86
43,1556668415200,29117,0.298656,28.72
44,1556668655800,7641,1.028704,28.94
45,1556668776200,6488,0.74664,29.34
46,1556668836300,31768,1.144848,29.38
47,1556668896500,5815,1.095072,29.39
48,1556668986700,6684,1.343952,29.43
49,1556669137200,6098,0.895968,29.28
50,1556670190000,4081,0.962336,28.75
51,1556670250200,3740,0.945744,28.64
52,1556670520900,3385,0.962336,28.91
53,1556670581100,3566,0.74664,28.98
54,1556671182700,3166,1.07848,29.72
55,1556671212800,3231,0.846192,29.74
56,1556671513600,4319,1.526464,30.22
57,1556671994900,2961,0.91256,30.75
58,1556672025000,3108,0.945744,30.81
59,1556672325800,3079,0.713456,31.15
60,1556672626700,3031,0.398208,31.57
61,1556672716900,4565,0.796416,31.16
62,1556672747000,9502,0.66368,30.9
63,1556672867300,94256,0.431392,30.67
64,1556673077900,5965,0.895968,30.41
65,1556673108000,5595,1.16144,30.46
66,1556673378700,4785,0.879376,30.75
67,1556673679500,4919,0.730048,30.93
68,1556674040500,4542,0.033184,30.29
69,1556674371400,4326,0.978928,30.63
70,1556674401500,4851,0.199104,30.58
71,1556674793300,4113,0.879376,30.38
72,1556674943700,3338,0.99552,30.41
73,1556674973800,3329,1.045296,30.5
74,1556675124200,3486,0.879376,30.58
75,1556675274600,3718,0.862784,30.83
76,1556675334800,3201,1.045296,30.72
77,1556677380500,3654,0.763232,31.2
78,1556687639100,660,0.763232,33.07
79,1556688331000,324,0.597312,33.9
80,1556688782200,249,0.730048,34.04
81,1556689444000,181,1.095072,34.66
82,1556689624500,175,0.813008,34.91
83,1556690588800,157,0.763232,35.51
84,1556693146100,117,1.07848,35.85
85,1556693296500,148,0.730048,35.32
86,1556693356700,155,0.182512,35.21
87,1556693777800,133,0.647088,34.25
88,1556693928200,174,0.647088,34.59
89,1556694138800,158,0.763232,35.05
90,1556696695800,223,0.813008,34.59
91,1556696816100,226,0.630496,34.63
92,1556696936400,225,0.813008,34.77
93,1556697387700,207,0.796416,35.02
94,1556698139700,308,0.813008,33.23
95,1556699794200,556,0.613904,31.81
96,1556699974700,228,0.74664,32.01
97,1556700817000,244,0.613904,31.15
98,1556700967400,264,0.813008,31.16
